Date,Open,High,Low,Close,Adj Close,Volume
2019-10-25,106990.000000,108083.000000,106990.000000,107364.000000,107364.000000,5398900
2019-10-28,107366.000000,108393.000000,107362.000000,108187.000000,108187.000000,3967200
2019-10-29,108189.000000,108195.000000,107313.000000,107556.000000,107556.000000,4313200
2019-10-30,107557.000000,108408.000000,106622.000000,108408.000000,108408.000000,5450600
2019-10-31,108403.000000,108403.000000,106356.000000,107220.000000,107220.000000,5376000
2019-11-01,107221.000000,108496.000000,107220.000000,108196.000000,108196.000000,5466300
2019-11-04,108196.000000,109352.000000,108196.000000,108601.000000,108601.000000,5182200
2019-11-05,108779.000000,109343.000000,108253.000000,108451.000000,108451.000000,5657600
2019-11-06,108719.000000,109633.000000,107446.000000,108336.000000,108336.000000,5505500
2019-11-07,108360.000000,109672.000000,108360.000000,109581.000000,109581.000000,6075600
2019-11-08,109572.000000,109572.000000,107127.000000,107629.000000,107629.000000,5419600
2019-11-11,107622.000000,108263.000000,106814.000000,108215.000000,108215.000000,3928900
2019-11-12,108368.000000,108368.000000,106232.000000,106785.000000,106785.000000,5219300
2019-11-13,106751.000000,106786.000000,105261.000000,105914.000000,105914.000000,5339000
2019-11-14,106052.000000,106758.000000,105820.000000,106557.000000,106557.000000,5364300
2019-11-18,106566.000000,107519.000000,106282.000000,106347.000000,106347.000000,4919800
2019-11-19,106269.000000,106950.000000,105367.000000,105618.000000,105618.000000,3610300
2019-11-21,105866.000000,107497.000000,105864.000000,107497.000000,107497.000000,5819400
2019-11-22,107497.000000,108692.000000,107157.000000,108692.000000,108692.000000,4796100
2019-11-25,108692.000000,108915.000000,108080.000000,108424.000000,108424.000000,4512400
2019-11-26,108424.000000,108424.000000,106414.000000,107059.000000,107059.000000,6904900
2019-11-27,107059.000000,107991.000000,106312.000000,107708.000000,107708.000000,4418200
2019-11-28,107708.000000,108333.000000,107148.000000,108290.000000,108290.000000,3666100
2019-11-29,108283.000000,108708.000000,107759.000000,108233.000000,108233.000000,4186600
2019-12-02,108246.000000,109279.000000,108245.000000,109061.000000,109061.000000,4708000
2019-12-03,108931.000000,109198.000000,108190.000000,108956.000000,108956.000000,5223100
2019-12-04,108962.000000,110301.000000,108962.000000,110301.000000,110301.000000,4889500
2019-12-05,110297.000000,111073.000000,110008.000000,110622.000000,110622.000000,4399100
2019-12-06,110623.000000,111430.000000,110623.000000,111126.000000,111126.000000,4968100
2019-12-09,111125.000000,111453.000000,110870.000000,110977.000000,110977.000000,4991500
2019-12-10,110973.000000,111184.000000,110133.000000,110672.000000,110672.000000,4758800
2019-12-11,110672.000000,111227.000000,110530.000000,110964.000000,110964.000000,5146100
2019-12-12,110963.000000,112445.000000,110963.000000,112200.000000,112200.000000,5682000
2019-12-13,112205.000000,112829.000000,111780.000000,112565.000000,112565.000000,7712100
2019-12-16,112565.000000,113197.000000,111896.000000,111896.000000,111896.000000,6078300
2019-12-17,111897.000000,112695.000000,111897.000000,112616.000000,112616.000000,5352500
2019-12-18,112618.000000,114339.000000,112300.000000,114315.000000,114315.000000,7940900
2019-12-19,114313.000000,115132.000000,113712.000000,115131.000000,115131.000000,5784600
2019-12-20,115133.000000,115171.000000,114526.000000,115121.000000,115121.000000,6887400
2019-12-23,115119.000000,115863.000000,114964.000000,115863.000000,115863.000000,3995200
2019-12-26,115864.000000,117220.000000,115673.000000,117203.000000,117203.000000,3788900
2019-12-27,117205.000000,117803.000000,115995.000000,116534.000000,116534.000000,3905900
2019-12-30,116530.000000,117086.000000,115790.000000,115964.000000,115964.000000,3667900
2020-01-02,115652.000000,118573.000000,115649.000000,118573.000000,118573.000000,5162700
2020-01-03,118564.000000,118792.000000,117341.000000,117707.000000,117707.000000,6834500
2020-01-06,117707.000000,117707.000000,116269.000000,116878.000000,116878.000000,6570000
2020-01-07,116872.000000,117076.000000,115965.000000,116662.000000,116662.000000,4854100
2020-01-08,116667.000000,117335.000000,115693.000000,116247.000000,116247.000000,5910500
2020-01-09,116248.000000,116820.000000,115411.000000,115947.000000,115947.000000,5953500
2020-01-10,115948.000000,116745.000000,114952.000000,115503.000000,115503.000000,4783400
2020-01-13,115503.000000,117333.000000,115503.000000,117325.000000,117325.000000,5685100
2020-01-14,117325.000000,117705.000000,116610.000000,117632.000000,117632.000000,5361700
2020-01-15,117632.000000,117632.000000,116188.000000,116414.000000,116414.000000,5569400
2020-01-16,116415.000000,117106.000000,115961.000000,116704.000000,116704.000000,5422700
2020-01-17,116710.000000,118479.000000,116710.000000,118478.000000,118478.000000,4947200
2020-01-20,118478.000000,118862.000000,117928.000000,118862.000000,118862.000000,3843500
2020-01-21,118861.000000,118861.000000,117026.000000,117026.000000,117026.000000,5085600
2020-01-22,117035.000000,118401.000000,117035.000000,118391.000000,118391.000000,5765700
2020-01-23,118391.000000,119535.000000,116906.000000,119528.000000,119528.000000,6572400
2020-01-24,119528.000000,119593.000000,118108.000000,118376.000000,118376.000000,4778700
2020-01-27,118347.000000,118347.000000,114376.000000,114482.000000,114482.000000,6097800
2020-01-28,114482.000000,116797.000000,114475.000000,116479.000000,116479.000000,5229400
2020-01-29,116494.000000,117171.000000,115164.000000,115385.000000,115385.000000,5097800
2020-01-30,115375.000000,115528.000000,112825.000000,115528.000000,115528.000000,6315600
2020-01-31,115518.000000,115518.000000,113148.000000,113761.000000,113761.000000,6219900
2020-02-03,113761.000000,115299.000000,113467.000000,114629.000000,114629.000000,5512200
2020-02-04,114631.000000,116556.000000,114631.000000,115557.000000,115557.000000,5829400
2020-02-05,115563.000000,117701.000000,115562.000000,116028.000000,116028.000000,7173800
2020-02-06,116033.000000,117382.000000,114723.000000,115190.000000,115190.000000,7382400
2020-02-07,115190.000000,115190.000000,113769.000000,113770.000000,113770.000000,6594100
2020-02-10,113771.000000,114176.000000,112134.000000,112570.000000,112570.000000,7486300
2020-02-11,112574.000000,115576.000000,112574.000000,115371.000000,115371.000000,6767900
2020-02-12,115371.000000,117581.000000,115371.000000,116674.000000,116674.000000,8159200
2020-02-13,116660.000000,116660.000000,114801.000000,115662.000000,115662.000000,5635700
2020-02-14,115663.000000,115663.000000,114132.000000,114381.000000,114381.000000,5335900
2020-02-17,114381.000000,115696.000000,114381.000000,115309.000000,115309.000000,0
2020-02-18,115309.000000,115309.000000,113532.000000,114977.000000,114977.000000,5548400
2020-02-19,114982.000000,116545.000000,114774.000000,116518.000000,116518.000000,6334100
2020-02-20,116518.000000,116552.000000,114379.000000,114586.000000,114586.000000,6793000
2020-02-21,114585.000000,114585.000000,112661.000000,113681.000000,113681.000000,5896200
2020-02-26,113647.000000,113647.000000,105053.000000,105718.000000,105718.000000,9369800
2020-02-27,105711.000000,106656.000000,102984.000000,102984.000000,102984.000000,11237700
2020-02-28,102984.000000,104172.000000,99951.000000,104172.000000,104172.000000,11228400
2020-03-02,104260.000000,107220.000000,103779.000000,106625.000000,106625.000000,8858400
2020-03-03,106630.000000,108804.000000,104405.000000,105537.000000,105537.000000,9385600
2020-03-04,105540.000000,107809.000000,105042.000000,107224.000000,107224.000000,8410500
2020-03-05,107217.000000,107217.000000,100536.000000,102233.000000,102233.000000,8598600
2020-03-06,102231.000000,102231.000000,96886.000000,97997.000000,97997.000000,11864200
2020-03-09,97982.000000,97982.000000,85880.000000,86067.000000,86067.000000,14645500
2020-03-10,86071.000000,92230.000000,86071.000000,92214.000000,92214.000000,13531700
2020-03-11,92202.000000,92202.000000,80796.000000,85171.000000,85171.000000,11786900
2020-03-12,85103.000000,85103.000000,68488.000000,72583.000000,72583.000000,12008700
2020-03-13,72621.000000,83758.000000,72621.000000,82678.000000,82678.000000,15766300
2020-03-16,82565.000000,82565.000000,70855.000000,71168.000000,71168.000000,12847800
2020-03-17,71178.000000,77255.000000,70783.000000,74617.000000,74617.000000,14945900
2020-03-18,74576.000000,74576.000000,63547.000000,66895.000000,66895.000000,16751500
2020-03-19,66883.000000,70071.000000,61691.000000,68332.000000,68332.000000,16144700
2020-03-20,68344.000000,72247.000000,66120.000000,67069.000000,67069.000000,15152400
2020-03-23,67067.000000,67604.000000,62161.000000,63570.000000,63570.000000,11962200
2020-03-24,63604.000000,71535.000000,63604.000000,69729.000000,69729.000000,11679900
2020-03-25,69727.000000,76714.000000,69360.000000,74956.000000,74956.000000,12951100
2020-03-26,74956.000000,78846.000000,74923.000000,77710.000000,77710.000000,12758000
2020-03-27,77708.000000,77708.000000,73057.000000,73429.000000,73429.000000,10301400
2020-03-30,73431.000000,75430.000000,73184.000000,74640.000000,74640.000000,9032200
2020-03-31,74629.000000,75511.000000,72385.000000,73020.000000,73020.000000,11141500
2020-04-01,73011.000000,73011.000000,69569.000000,70967.000000,70967.000000,10093500
2020-04-02,70969.000000,73861.000000,70957.000000,72253.000000,72253.000000,10540200
2020-04-03,72241.000000,72241.000000,67802.000000,69538.000000,69538.000000,10411300
2020-04-06,69556.000000,75260.000000,69556.000000,74073.000000,74073.000000,9685400
2020-04-07,74078.000000,79855.000000,74078.000000,76358.000000,76358.000000,11286500
2020-04-08,76335.000000,79058.000000,76115.000000,78625.000000,78625.000000,10206300
2020-04-09,78640.000000,80428.000000,77457.000000,77682.000000,77682.000000,10748700
2020-04-13,77682.000000,78836.000000,76405.000000,78836.000000,78836.000000,7651300
2020-04-14,78848.000000,81668.000000,78848.000000,79918.000000,79918.000000,8593600
2020-04-15,79911.000000,80035.000000,77546.000000,78831.000000,78831.000000,9758400
2020-04-16,78837.000000,80167.000000,77452.000000,77812.000000,77812.000000,9028400
2020-04-17,77817.000000,79846.000000,77754.000000,78990.000000,78990.000000,8317800
2020-04-20,78989.000000,80106.000000,76943.000000,78973.000000,78973.000000,8874700
2020-04-22,78973.000000,81184.000000,78973.000000,80687.000000,80687.000000,9848900
2020-04-23,80690.000000,81934.000000,78622.000000,79673.000000,79673.000000,10823500
2020-04-24,79667.000000,79667.000000,72041.000000,75331.000000,75331.000000,16529200
2020-04-27,75334.000000,78563.000000,75327.000000,78239.000000,78239.000000,10656900
2020-04-28,78243.000000,81427.000000,78243.000000,81312.000000,81312.000000,12939000
2020-04-29,81313.000000,83598.000000,81313.000000,83171.000000,83171.000000,11719700
2020-04-30,83169.000000,83169.000000,80168.000000,80506.000000,80506.000000,11804600
2020-05-04,80501.000000,80502.000000,77640.000000,78876.000000,78876.000000,8594200
2020-05-05,78887.000000,81066.000000,78886.000000,79471.000000,79471.000000,9154700
2020-05-06,79473.000000,79996.000000,78056.000000,79064.000000,79064.000000,9775900
2020-05-07,79072.000000,80061.000000,78061.000000,78119.000000,78119.000000,13808900
2020-05-08,78152.000000,80557.000000,78152.000000,80263.000000,80263.000000,10734400
2020-05-11,80263.000000,80723.000000,78994.000000,79065.000000,79065.000000,9781900
2020-05-12,79065.000000,80344.000000,77872.000000,77872.000000,77872.000000,10245400
2020-05-13,77877.000000,78911.000000,77152.000000,77772.000000,77772.000000,11575900
2020-05-14,77770.000000,79011.000000,75697.000000,79011.000000,79011.000000,13818900
2020-05-15,79011.000000,79538.000000,77426.000000,77557.000000,77557.000000,11718200
2020-05-18,77576.000000,81420.000000,77571.000000,81194.000000,81194.000000,11533100
2020-05-19,81197.000000,82175.000000,80647.000000,80742.000000,80742.000000,10740100
2020-05-20,80747.000000,82290.000000,80740.000000,81319.000000,81319.000000,9522800
2020-05-21,81320.000000,83309.000000,81317.000000,83027.000000,83027.000000,11395200
2020-05-22,83027.000000,83027.000000,81669.000000,82173.000000,82173.000000,9281200
2020-05-25,82198.000000,85876.000000,82193.000000,85663.000000,85663.000000,8764400
2020-05-26,85668.000000,87333.000000,85396.000000,85469.000000,85469.000000,12030800
2020-05-27,85468.000000,87946.000000,85468.000000,87946.000000,87946.000000,11212000
2020-05-28,87946.000000,88091.000000,86767.000000,86949.000000,86949.000000,10117000
2020-05-29,86951.000000,87410.000000,85384.000000,87403.000000,87403.000000,16550900
2020-06-01,87395.000000,89019.000000,86837.000000,88620.000000,88620.000000,9849400
2020-06-02,88622.000000,91046.000000,88622.000000,91046.000000,91046.000000,11827300
2020-06-03,91048.000000,93710.000000,91048.000000,93002.000000,93002.000000,15137900
2020-06-04,92993.000000,94132.000000,92221.000000,93829.000000,93829.000000,11488000
2020-06-05,93839.000000,97356.000000,93839.000000,94637.000000,94637.000000,13320300
2020-06-08,94640.000000,97693.000000,94635.000000,97645.000000,97645.000000,11096500
2020-06-09,97644.000000,97644.000000,95386.000000,96747.000000,96747.000000,11278800
2020-06-10,96747.000000,97646.000000,94665.000000,94686.000000,94686.000000,11739600
2020-06-12,94677.000000,94703.000000,90811.000000,92795.000000,92795.000000,12785600
2020-06-15,92780.000000,93112.000000,90148.000000,92376.000000,92376.000000,13317500
2020-06-16,92387.000000,95216.000000,92387.000000,93531.000000,93531.000000,12034200
2020-06-17,93531.000000,96611.000000,93531.000000,95547.000000,95547.000000,11134700
2020-06-18,95547.000000,97110.000000,94698.000000,96125.000000,96125.000000,10008500
2020-06-19,96138.000000,97540.000000,95874.000000,96572.000000,96572.000000,13134400
2020-06-22,96572.000000,96870.000000,94869.000000,95336.000000,95336.000000,8264700
2020-06-23,95344.000000,97486.000000,95344.000000,95975.000000,95975.000000,9752700
2020-06-24,95974.000000,95974.000000,93259.000000,94377.000000,94377.000000,9962700
2020-06-25,94382.000000,96260.000000,94152.000000,95983.000000,95983.000000,8697900
2020-06-26,95979.000000,95979.000000,93514.000000,93834.000000,93834.000000,8439100
2020-06-29,93837.000000,95735.000000,93825.000000,95735.000000,95735.000000,8906800
2020-06-30,95728.000000,96257.000000,94806.000000,95056.000000,95056.000000,10144500
2020-07-01,95062.000000,96852.000000,95062.000000,96203.000000,96203.000000,10163300
2020-07-02,96206.000000,97864.000000,96052.000000,96235.000000,96235.000000,10062900
2020-07-03,96237.000000,96765.000000,95803.000000,96765.000000,96765.000000,5351600
2020-07-06,96776.000000,99257.000000,96768.000000,98937.000000,98937.000000,9489400
2020-07-07,98937.000000,98938.000000,97272.000000,97761.000000,97761.000000,8951400
2020-07-08,97765.000000,99973.000000,97765.000000,99770.000000,99770.000000,9142700
2020-07-09,99770.000000,100191.000000,98861.000000,99160.000000,99160.000000,0
2020-07-10,99160.000000,100101.000000,98739.000000,100032.000000,100032.000000,9147200
2020-07-13,100027.000000,100858.000000,98697.000000,98697.000000,98697.000000,10382300
2020-07-14,98699.000000,100632.000000,98289.000000,100440.000000,100440.000000,10019400
2020-07-15,100444.000000,102114.000000,100444.000000,101791.000000,101791.000000,9285600
2020-07-16,101791.000000,101792.000000,100160.000000,100553.000000,100553.000000,8127100
2020-07-17,100554.000000,103017.000000,100554.000000,102888.000000,102888.000000,10429400
2020-07-20,102888.000000,104439.000000,102744.000000,104426.000000,104426.000000,8931800
2020-07-21,104426.000000,105449.000000,103732.000000,104310.000000,104310.000000,11105800
2020-07-22,104312.000000,104980.000000,103277.000000,104290.000000,104290.000000,10833700
2020-07-23,104291.000000,104949.000000,102119.000000,102293.000000,102293.000000,10366600
2020-07-24,102292.000000,102694.000000,100859.000000,102382.000000,102382.000000,9795200
2020-07-27,102381.000000,104585.000000,102381.000000,104477.000000,104477.000000,9622400
2020-07-28,104477.000000,104663.000000,103592.000000,104109.000000,104109.000000,9087100
2020-07-29,104112.000000,105704.000000,104112.000000,105605.000000,105605.000000,9238300
2020-07-30,105605.000000,105607.000000,103920.000000,105009.000000,105009.000000,9591700
2020-07-31,105010.000000,105462.000000,102642.000000,102912.000000,102912.000000,12929300
2020-08-03,102913.000000,103863.000000,102304.000000,102830.000000,102830.000000,10901000
2020-08-04,102826.000000,103012.000000,100005.000000,101216.000000,101216.000000,12029800
2020-08-05,101220.000000,103763.000000,101220.000000,102802.000000,102802.000000,10922100
2020-08-06,102733.000000,104523.000000,102733.000000,104126.000000,104126.000000,9686600
2020-08-07,104116.000000,104126.000000,101957.000000,102776.000000,102776.000000,10337100
2020-08-10,102776.000000,103722.000000,101282.000000,103444.000000,103444.000000,8259500
2020-08-11,103449.000000,104409.000000,102174.000000,102174.000000,102174.000000,9360900
2020-08-12,102176.000000,103116.000000,100698.000000,102118.000000,102118.000000,10114200
2020-08-13,102118.000000,103237.000000,100187.000000,100461.000000,100461.000000,10721300
2020-08-14,100469.000000,101717.000000,100445.000000,101353.000000,101353.000000,8576300
2020-08-17,101348.000000,101689.000000,98513.000000,99595.000000,99595.000000,10816200
2020-08-18,99597.000000,102247.000000,99597.000000,102065.000000,102065.000000,9418700
2020-08-19,102072.000000,102334.000000,100800.000000,100854.000000,100854.000000,10025800
2020-08-20,100853.000000,101749.000000,99131.000000,101468.000000,101468.000000,9405000
2020-08-21,101460.000000,101566.000000,100412.000000,101521.000000,101521.000000,9100200
2020-08-24,101525.000000,102515.000000,101525.000000,102298.000000,102298.000000,7723000
2020-08-25,102293.000000,102708.000000,101623.000000,102118.000000,102118.000000,8170900
2020-08-26,102119.000000,102521.000000,99359.000000,100627.000000,100627.000000,9861200
2020-08-27,100625.000000,101548.000000,99857.000000,100624.000000,100624.000000,7360600
2020-08-28,100631.000000,102347.000000,100631.000000,102143.000000,102143.000000,7665700
2020-08-31,102142.000000,102142.000000,99369.000000,99369.000000,99369.000000,12226100
2020-09-01,99382.000000,102238.000000,99382.000000,102168.000000,102168.000000,9384700
2020-09-02,102168.000000,102824.000000,100872.000000,101911.000000,101911.000000,7557900
2020-09-03,101911.000000,103226.000000,99751.000000,100721.000000,100721.000000,12611000
2020-09-04,100733.000000,101582.000000,98961.000000,101242.000000,101242.000000,11327400
2020-09-08,101239.000000,101239.000000,99373.000000,100050.000000,100050.000000,8479000
2020-09-09,100050.000000,101578.000000,100050.000000,101292.000000,101292.000000,7955600
2020-09-10,101291.000000,101536.000000,98687.000000,98835.000000,98835.000000,8894600
2020-09-11,98839.000000,99435.000000,97758.000000,98363.000000,98363.000000,9107900
2020-09-14,98367.000000,100520.000000,98367.000000,100275.000000,100275.000000,8182100
2020-09-15,100277.000000,100949.000000,99647.000000,100298.000000,100298.000000,9216700
2020-09-16,100299.000000,100663.000000,99663.000000,99676.000000,99676.000000,7139400
2020-09-17,99674.000000,100251.000000,98562.000000,100098.000000,100098.000000,0
2020-09-18,100098.000000,100102.000000,98045.000000,98290.000000,98290.000000,11370300
2020-09-21,98283.000000,98283.000000,95820.000000,96991.000000,96991.000000,9738000
2020-09-22,96995.000000,97684.000000,96390.000000,97294.000000,97294.000000,7281300
2020-09-23,97294.000000,97389.000000,95728.000000,95735.000000,95735.000000,8830700
2020-09-24,95735.000000,97955.000000,95653.000000,97012.000000,97012.000000,9331000
2020-09-25,97011.000000,97012.000000,95632.000000,96999.000000,96999.000000,7351100
2020-09-28,97005.000000,98314.000000,94371.000000,94666.000000,94666.000000,10508900
2020-09-29,94665.000000,95505.000000,93408.000000,93580.000000,93580.000000,8737200
2020-09-30,93586.000000,95340.000000,93584.000000,94603.000000,94603.000000,9454300
2020-10-01,94604.000000,95486.000000,93599.000000,95479.000000,95479.000000,9243500
2020-10-02,95475.000000,95996.000000,93897.000000,94016.000000,94016.000000,8584900
2020-10-05,94019.000000,96414.000000,93984.000000,96089.000000,96089.000000,8616000
2020-10-06,96091.000000,97405.000000,95211.000000,95615.000000,95615.000000,11299600
2020-10-07,95616.000000,96380.000000,94881.000000,95526.000000,95526.000000,9829900
2020-10-08,95530.000000,97938.000000,95530.000000,97920.000000,97920.000000,11163600
2020-10-09,97924.000000,98642.000000,97161.000000,97483.000000,97483.000000,10810500
2020-10-13,97483.000000,98998.000000,97336.000000,98503.000000,98503.000000,7867500
2020-10-14,98502.000000,99571.000000,98501.000000,99334.000000,99334.000000,8891000
2020-10-15,99328.000000,99486.000000,97778.000000,99054.000000,99054.000000,8335200
2020-10-16,99054.000000,99172.000000,98309.000000,98309.000000,98309.000000,7840200
2020-10-19,98310.000000,99917.000000,98310.000000,98658.000000,98658.000000,9929400
2020-10-20,98664.000000,100722.000000,98664.000000,100540.000000,100540.000000,8796000
2020-10-21,100541.000000,101586.000000,100149.000000,100552.000000,100552.000000,8661100
2020-10-22,100553.000000,102020.000000,100457.000000,101918.000000,101918.000000,9556900
2020-10-23,101918.000000,102218.000000,101188.000000,101260.000000,101260.000000,7561100
2020-10-26,101260.000000,101784.000000,99762.000000,101017.000000,101017.000000,8070400
2020-10-27,101017.000000,101660.000000,99414.000000,99606.000000,99606.000000,8672300
2020-10-28,99598.000000,99598.000000,95369.000000,95369.000000,95369.000000,11051600
2020-10-29,95368.000000,96688.000000,93387.000000,96582.000000,96582.000000,12704400
2020-10-30,96579.000000,96579.000000,93559.000000,93952.000000,93952.000000,10643200
2020-11-03,93968.000000,96250.000000,93968.000000,95587.000000,95587.000000,10191800
2020-11-04,95992.000000,98296.000000,95987.000000,97811.000000,97811.000000,10704600
2020-11-05,97873.000000,100922.000000,97872.000000,100774.000000,100774.000000,10455300
2020-11-06,100751.000000,100928.000000,99837.000000,100799.000000,100799.000000,8382800
2020-11-09,100954.000000,105147.000000,100954.000000,103913.000000,103913.000000,17410500
2020-11-10,103516.000000,105758.000000,103453.000000,105351.000000,105351.000000,16665200
2020-11-11,105067.000000,105462.000000,104143.000000,104532.000000,104532.000000,10841000
2020-11-12,104810.000000,105019.000000,102034.000000,102175.000000,102175.000000,10860300
2020-11-13,102509.000000,104707.000000,102509.000000,104512.000000,104512.000000,9772100
2020-11-16,104729.000000,106518.000000,104729.000000,106430.000000,106430.000000,11724300
2020-11-17,106430.000000,107810.000000,105847.000000,107229.000000,107229.000000,10311000
2020-11-18,107246.000000,107467.000000,106217.000000,106483.000000,106483.000000,10337300
2020-11-19,106117.000000,106973.000000,105545.000000,106517.000000,106517.000000,8555700
2020-11-23,106050.000000,107495.000000,106050.000000,107379.000000,107379.000000,9686000
2020-11-24,107378.000000,109956.000000,107361.000000,109786.000000,109786.000000,11934800
2020-11-25,109786.000000,110596.000000,109315.000000,110133.000000,110133.000000,8564700
2020-11-26,110133.000000,110245.000000,109418.000000,110227.000000,110227.000000,6166800
2020-11-27,110229.000000,111603.000000,110161.000000,110575.000000,110575.000000,8790300
2020-11-30,110598.000000,110934.000000,108829.000000,108888.000000,108888.000000,19300000
2020-12-01,108897.000000,111840.000000,108897.000000,111335.000000,111335.000000,11324800
2020-12-02,111402.000000,112315.000000,110579.000000,111814.000000,111814.000000,9814300
2020-12-03,111874.000000,113377.000000,111874.000000,112919.000000,112919.000000,11474200
2020-12-04,112294.000000,113864.000000,112294.000000,113682.000000,113682.000000,8892900
2020-12-07,113751.000000,114531.000000,112629.000000,113625.000000,113625.000000,9633900
2020-12-08,113590.000000,114381.000000,112820.000000,113571.000000,113571.000000,8810900
2020-12-09,113799.000000,114020.000000,112567.000000,112722.000000,112722.000000,8431100
2020-12-10,113002.000000,115262.000000,112732.000000,114992.000000,114992.000000,11803600
2020-12-11,115128.000000,115527.000000,113949.000000,115323.000000,115323.000000,8372300
2020-12-14,115137.000000,115740.000000,114431.000000,114975.000000,114975.000000,8190900
2020-12-15,114613.000000,116390.000000,114613.000000,116146.000000,116146.000000,8195100
2020-12-16,116149.000000,118178.000000,115496.000000,117947.000000,117947.000000,9808100
2020-12-17,117864.000000,119027.000000,117856.000000,118157.000000,118157.000000,7701400
2020-12-18,118395.000000,119370.000000,117639.000000,117679.000000,117679.000000,8636000
2020-12-21,118021.000000,118021.000000,114730.000000,116016.000000,116016.000000,10347100
2020-12-22,115825.000000,116903.000000,115648.000000,116348.000000,116348.000000,6947900
2020-12-23,116636.000000,118311.000000,116636.000000,117857.000000,117857.000000,6483300
2020-12-28,117806.000000,119213.000000,117805.000000,119051.000000,119051.000000,7171700
2020-12-29,119130.000000,119861.000000,118750.000000,119475.000000,119475.000000,6769700
2020-12-30,119410.000000,120150.000000,118919.000000,119306.000000,119306.000000,8235700
2021-01-04,119024.000000,120354.000000,118062.000000,118558.000000,118558.000000,8741400
